restaurant_link,restaurant_name,original_location,country,region,province,city,address,latitude,longitude,claimed,awards,popularity_detailed,popularity_generic,top_tags,price_level,price_range,meals,cuisines,special_diets,features,vegetarian_friendly,vegan_options,gluten_free,original_open_hours,open_days_per_week,open_hours_per_week,working_shifts_per_week,avg_rating,total_reviews_count,default_language,reviews_count_in_default_language,excellent,very_good,average,poor,terrible,food,service,value,atmosphere,keywords
g187309-d1804313,Sendlinger Augustiner,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Alramstr. 24, 81371 Munich, Bavaria Germany",48.12116,11.543838,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2011",#123 of 2846 Restaurants in Munich,#135 of 3608 places to eat in Munich,"Mid-range, German, International, European",€€-€€€,€3-€17,,"International, German, European, Central European","Vegetarian Friendly, Vegan Options",,Y,Y,N,"{""Mon"": [""11:00-01:00""], ""Tue"": [""11:00-01:00""], ""Wed"": [""11:00-01:00""], ""Thu"": [""11:00-01:00""], ""Fri"": [""11:00-01:00""], ""Sat"": [""11:00-01:00""], ""Sun"": [""11:00-01:00""]}",7.0,98.0,7.0,4.5,226.0,English,34.0,20.0,9.0,5.0,0.0,0.0,4.5,4.5,4.5,4.5,
g187309-d1804314,Piccola Italia,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Aberlestr. 14, 81371 Munich, Bavaria Germany",48.1212,11.54524,Unclaimed,,#711 of 2846 Restaurants in Munich,#762 of 3608 places to eat in Munich,"Mid-range, Italian, European, Vegetarian Friendly",€€-€€€,,"Lunch, Dinner","Italian, European",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""11:30-14:30"", ""17:30-23:30""], ""Tue"": [""11:30-14:30"", ""17:30-23:30""], ""Wed"": [""11:30-14:30"", ""17:30-23:30""], ""Thu"": [""11:30-14:30"", ""17:30-23:30""], ""Fri"": [""11:30-14:30"", ""17:30-23:30""], ""Sat"": [""18:00-00:00""], ""Sun"": [""11:30-23:00""]}",7.0,62.5,12.0,4.0,64.0,English,5.0,3.0,2.0,0.0,0.0,0.0,4.5,4.5,4.0,4.0,
g187309-d1804933,Lotus Lounge,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Hans-Sachs-Str. 10, 80469 Munich, Bavaria Germany",48.129948,11.57,Claimed,"Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2013, Certificate of Excellence 2011",#550 of 2846 Restaurants in Munich,#591 of 3608 places to eat in Munich,"Mid-range, Thai, Vegetarian Friendly, Vegan Options",€€-€€€,,"Lunch, Dinner, After-hours",Thai,"Vegetarian Friendly, Vegan Options",,Y,Y,N,"{""Mon"": [""00:00-23:59""], ""Tue"": [""00:00-23:59""], ""Wed"": [""00:00-23:59""], ""Thu"": [""00:00-23:59""], ""Fri"": [""00:00-23:59""], ""Sat"": [""17:00-01:00""], ""Sun"": [""17:00-00:00""]}",7.0,134.91666666666669,7.0,4.0,136.0,English,43.0,26.0,9.0,4.0,2.0,2.0,4.5,4.0,4.0,4.5,
g187309-d1805931,Restaurant 181 Business,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Spiridon-Louis-Ring 7, 80809 Munich, Bavaria Germany",48.17446,11.553863,Claimed,"Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2013, Certificate of Excellence 2012, Certificate of Excellence 2011",#309 of 2846 Restaurants in Munich,#334 of 3608 places to eat in Munich,"Fine Dining, International, European, Deli",€€€€,€16-€29,"Brunch, Lunch, Dinner","European, Deli, Healthy, International","Vegetarian Friendly, Vegan Options","Reservations, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Credit Cards, Table Service",Y,Y,N,"{""Mon"": [""11:00-16:30"", ""18:00-00:00""], ""Tue"": [""11:00-16:30"", ""18:00-00:00""], ""Wed"": [""11:00-16:30"", ""18:00-00:00""], ""Thu"": [""11:00-16:30"", ""18:00-00:00""], ""Fri"": [""11:00-16:30"", ""18:00-00:00""], ""Sat"": [""11:00-16:30"", ""18:00-00:00""], ""Sun"": [""11:00-16:30"", ""18:00-00:00""]}",7.0,80.5,14.0,4.0,760.0,English,191.0,76.0,77.0,22.0,11.0,5.0,4.0,4.0,3.5,4.5,"soup, euro pp, a fine dining restaurant, ground level, lunch menu"
g187309-d1806163,Nigin,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Dultstr. 1 Planet-Passage am Marienplatz, 80331 Munich, Bavaria Germany",48.13753,11.569975,Unclaimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2017, Certificate of Excellence 2016",#368 of 2846 Restaurants in Munich,#398 of 3608 places to eat in Munich,"Mid-range, Middle Eastern, Afghani, Vegetarian Friendly",€€-€€€,,"Lunch, Dinner","Middle Eastern, Afghani","Vegetarian Friendly, Vegan Options, Halal",,Y,Y,N,"{""Mon"": [""12:00-00:00""], ""Tue"": [""12:00-00:00""], ""Wed"": [""12:00-00:00""], ""Thu"": [""12:00-00:00""], ""Fri"": [""12:00-00:00""], ""Sat"": [""12:00-00:00""], ""Sun"": [""17:00-00:00""]}",7.0,79.0,7.0,4.0,131.0,English,70.0,32.0,26.0,6.0,3.0,3.0,4.0,4.0,4.0,4.0,
g187309-d1813779,MiMi Asia Restaurant,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Westendstr. 148, 80339 Munich, Bavaria Germany",48.13784,11.52992,Unclaimed,,#1108 of 2846 Restaurants in Munich,#1211 of 3608 places to eat in Munich,"Mid-range, Asian, Vietnamese, Vegetarian Friendly",€€-€€€,,"Lunch, Dinner","Asian, Vietnamese",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""11:00-20:00""], ""Tue"": [""11:00-15:00"", ""16:30-23:00""], ""Wed"": [""11:00-15:00"", ""16:30-23:00""], ""Thu"": [""11:00-15:00"", ""16:30-23:00""], ""Fri"": [""11:00-15:00"", ""16:30-23:00""], ""Sat"": [""18:00-22:00""], ""Sun"": [""11:00-15:00"", ""16:30-23:00""]}",7.0,65.5,12.0,4.0,50.0,English,9.0,3.0,3.0,2.0,0.0,1.0,4.5,4.5,4.5,4.0,
g187309-d18154165,Hippie Chay,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Martin-Luther-Str. 8, 81539 Munich, Bavaria Germany",48.11465,11.5764,Unclaimed,,#1574 of 2846 Restaurants in Munich,#1745 of 3608 places to eat in Munich,"Mid-range, Vietnamese, Healthy",€€-€€€,,"Dinner, Lunch","Vietnamese, Healthy",,"Reservations, Table Service, Seating",N,N,N,,,,,4.0,15.0,English,3.0,3.0,0.0,0.0,0.0,0.0,,,,,
g187309-d1815946,HEART Restaurant & Bar,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Lenbachplatz 2a, 80333 Munich, Bavaria Germany",48.14088,11.56725,Claimed,,#2709 of 2846 Restaurants in Munich,#3028 of 3608 places to eat in Munich,"Fine Dining, International, European, Grill",€€€€,€5-€25,,"Central European, International, European, Grill",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""11:00-15:00""], ""Tue"": [""11:00-01:00""], ""Wed"": [""11:00-01:00""], ""Thu"": [""11:00-05:00""], ""Fri"": [""11:00-05:00""], ""Sat"": [""19:00-05:00""], ""Sun"": []}",6.0,78.0,6.0,3.5,222.0,English,60.0,16.0,22.0,2.0,4.0,16.0,4.0,3.5,3.5,4.5,
g187309-d1816357,Wiener's Speise Cafe Bar,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Rosenkavalierplatz 15, 81925 Munich, Bavaria Germany",48.15173,11.61942,Unclaimed,,#1954 of 2846 Restaurants in Munich,#2177 of 3608 places to eat in Munich,"Mid-range, Vegetarian Friendly",€€-€€€,,"Breakfast, Lunch, Dinner, After-hours, Drinks",,Vegetarian Friendly,"Seating, Reservations, Outdoor Seating, Wheelchair Accessible, Serves Alcohol",Y,N,N,"{""Mon"": [""08:00-01:00""], ""Tue"": [""08:00-01:00""], ""Wed"": [""08:00-01:00""], ""Thu"": [""08:00-01:00""], ""Fri"": [""08:00-01:00""], ""Sat"": [""08:00-01:00""], ""Sun"": [""08:00-01:00""]}",7.0,119.0,7.0,3.5,45.0,English,12.0,4.0,3.0,2.0,2.0,1.0,3.5,3.5,3.0,3.5,
g187309-d18178836,Restaurant Antalya,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Sondermeierstr. 105, 80939 Munich, Bavaria Germany",48.19603,11.62808,Unclaimed,,#2334 of 2846 Restaurants in Munich,#2610 of 3608 places to eat in Munich,,,,,,,,N,N,N,,,,,5.0,1.0,All languages,1.0,1.0,0.0,0.0,0.0,0.0,,,,,
g187309-d18189605,BERU - Pizza & Bar,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Thalkirchner Str. 10, 80337 Munich, Bavaria Germany",48.13196,11.566643,Unclaimed,,#2493 of 2846 Restaurants in Munich,#2787 of 3608 places to eat in Munich,,,,,,,,N,N,N,,,,,4.0,1.0,All languages,1.0,0.0,1.0,0.0,0.0,0.0,,,,,
g187309-d18190843,Baeckerei-Konditorei Ziegler,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Gneisenaustrasse 20, 80992 Munich, Bavaria Germany",48.17855,11.53234,Unclaimed,,,,"Bakeries, German, Cafe",,,,"German, Cafe",,,N,N,N,,,,,,,,,,,,,,,,,,
g187309-d1820729,La Villetta,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Bajuwarenstr. 3, 81825 Munich, Bavaria Germany",48.1135,11.65056,Unclaimed,,#2181 of 2846 Restaurants in Munich,#2441 of 3608 places to eat in Munich,"Mid-range, Italian, Vegetarian Friendly",€€-€€€,,"Lunch, Dinner",Italian,Vegetarian Friendly,,Y,N,N,"{""Mon"": [""11:30-14:30"", ""17:30-23:00""], ""Tue"": [""11:30-14:30"", ""17:30-23:00""], ""Wed"": [""11:30-14:30"", ""17:30-23:00""], ""Thu"": [""11:30-14:30"", ""17:30-23:00""], ""Fri"": [""11:30-14:30"", ""17:30-23:00""], ""Sat"": [""11:30-14:30"", ""17:30-23:00""], ""Sun"": [""11:30-23:00""]}",7.0,62.5,13.0,3.5,18.0,English,2.0,1.0,1.0,0.0,0.0,0.0,4.0,3.0,3.5,3.0,
g187309-d1820737,Andy's Krablergarten,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Thalkirchner Str. 2, 80337 Munich, Bavaria Germany",48.132504,11.56689,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",#43 of 2846 Restaurants in Munich,#45 of 3608 places to eat in Munich,"Cheap Eats, German, European, Central European",€,,"Lunch, Dinner, After-hours, Drinks","German, European, Central European",,"Takeout, Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service",N,N,N,"{""Mon"": [""11:00-23:00""], ""Tue"": [""11:00-23:00""], ""Wed"": [""11:00-23:00""], ""Thu"": [""11:00-23:00""], ""Fri"": [""11:00-23:00""], ""Sat"": [""11:00-23:00""], ""Sun"": [""11:00-23:00""]}",7.0,84.0,7.0,4.5,1374.0,English,490.0,317.0,125.0,20.0,9.0,19.0,4.5,4.0,4.5,4.0,"schnitzel, duck, cordon bleu, huge portions, monday night"
g187309-d18219000,Scholars Lounge Irish Pub Munich,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Hochbrückenstrasse 3, 80331 Munich, Bavaria Germany",48.136364,11.579594,Claimed,,#367 of 2846 Restaurants in Munich,#397 of 3608 places to eat in Munich,"Mid-range, Irish, Bar, Pub",€€-€€€,€7-€18,"Lunch, Dinner, After-hours, Drinks","Irish, Bar, Pub, Gastropub",,,N,N,N,"{""Mon"": [""11:00-04:00""], ""Tue"": [""11:00-04:00""], ""Wed"": [""11:00-04:00""], ""Thu"": [""11:00-04:00""], ""Fri"": [""11:00-04:00""], ""Sat"": [""11:00-04:00""], ""Sun"": [""11:00-04:00""]}",7.0,119.0,7.0,5.0,26.0,English,22.0,22.0,0.0,0.0,0.0,0.0,,,,,
g187309-d1828899,Speisemeisterei,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Westerholzstr. 1, 81245 Munich, Bavaria Germany",48.15613,11.461102,Claimed,Certificate of Excellence 2011,#1128 of 2846 Restaurants in Munich,#1231 of 3608 places to eat in Munich,"Mid-range, Italian, Pizza, Mediterranean",€€-€€€,,"Lunch, Dinner, After-hours","Italian, European, Pizza, Mediterranean",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""11:30-00:00""], ""Tue"": [""11:30-00:00""], ""Wed"": [""11:30-00:00""], ""Thu"": [""11:30-00:00""], ""Fri"": [""11:30-00:00""], ""Sat"": [""11:30-00:00""], ""Sun"": [""11:30-00:00""]}",7.0,87.5,7.0,3.5,149.0,English,10.0,5.0,2.0,0.0,2.0,1.0,4.0,3.5,3.5,4.0,
g187309-d18343786,Pizzeria Dell'arte,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Gravelottestrasse 7, 81667 Munich, Bavaria Germany",48.12769,11.60105,Unclaimed,,#2330 of 2846 Restaurants in Munich,#2606 of 3608 places to eat in Munich,Italian,,,,Italian,,,N,N,N,,,,,5.0,1.0,All languages,1.0,1.0,0.0,0.0,0.0,0.0,,,,,
g187309-d18363142,Campus Suite,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Leopoldstrasse 17, 80802 Munich, Bavaria Germany",48.15686,11.58369,Unclaimed,,#2387 of 2846 Restaurants in Munich,#2669 of 3608 places to eat in Munich,,,,,,,,N,N,N,,,,,3.5,3.0,English,3.0,2.0,0.0,0.0,0.0,1.0,,,,,
g187309-d1837040,Wiesengrund,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Elsaesser Str. 22, 81667 Munich, Bavaria Germany",48.130913,11.605124,Unclaimed,,#851 of 2846 Restaurants in Munich,#920 of 3608 places to eat in Munich,"Mid-range, European, Central European, Vegetarian Friendly",€€-€€€,,"Dinner, Lunch","European, Central European",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""18:00-01:00""], ""Tue"": [""18:00-01:00""], ""Wed"": [""18:00-01:00""], ""Thu"": [""18:00-01:00""], ""Fri"": [""18:00-01:00""], ""Sat"": [""10:00-01:00""], ""Sun"": [""10:00-01:00""]}",7.0,65.0,7.0,4.0,47.0,English,11.0,7.0,3.0,0.0,1.0,0.0,4.0,3.5,3.5,3.5,
g187309-d18378429,Five Guys,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Pasinger Bahnhofsplatz 5 Pasing Arcaden, 81241 Munich, Bavaria Germany",48.147747,11.46332,Claimed,,#2812 of 2846 Restaurants in Munich,#3146 of 3608 places to eat in Munich,Mid-range,€€-€€€,,"Lunch, Dinner",,,,N,N,N,"{""Mon"": [""11:30-21:00""], ""Tue"": [""11:30-21:00""], ""Wed"": [""11:30-21:00""], ""Thu"": [""11:30-21:00""], ""Fri"": [""11:30-21:30""], ""Sat"": [""11:30-21:30""], ""Sun"": [""11:30-21:00""]}",7.0,67.5,7.0,2.5,11.0,English,1.0,0.0,0.0,0.0,0.0,1.0,3.5,3.5,3.0,,
g187309-d18379557,Stephani's Geflugelparadies,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Viktualienmarkt 5 Shop 6-7, 80331 Munich, Bavaria Germany",48.13554,11.57692,Unclaimed,,#2500 of 2846 Restaurants in Munich,#2795 of 3608 places to eat in Munich,,,,,,,,N,N,N,,,,,4.0,1.0,All languages,1.0,0.0,1.0,0.0,0.0,0.0,,,,,
g187309-d18380071,HANS IM GLUECK Burgergrill & Bar,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Kistlerhofstr. 172, 81379 Munich, Bavaria Germany",48.09473,11.509419,Claimed,,#1919 of 2846 Restaurants in Munich,#2133 of 3608 places to eat in Munich,"Mid-range, American, Bar, Pub",€€-€€€,€6-€15,"Lunch, Dinner","American, Bar, Pub, Healthy",,,N,N,N,"{""Mon"": [""11:00-21:00""], ""Tue"": [""11:00-21:00""], ""Wed"": [""11:00-21:00""], ""Thu"": [""11:00-21:00""], ""Fri"": [""11:00-22:00""], ""Sat"": [""11:00-22:00""], ""Sun"": [""11:00-21:00""]}",7.0,72.0,7.0,4.5,3.0,English,2.0,2.0,0.0,0.0,0.0,0.0,,,,,
g187309-d18452539,Restaurant Ederer,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Lindwurmstrasse 48, 80337 Munich, Bavaria Germany",48.12776,11.55415,Unclaimed,,#2682 of 2846 Restaurants in Munich,#2995 of 3608 places to eat in Munich,Fine Dining,€€€€,,,,,Reservations,N,N,N,,,,,3.0,10.0,All languages,10.0,3.0,0.0,3.0,1.0,3.0,3.5,4.0,3.0,,
g187309-d18453587,Feinkost Il Ristorantino Pizzeria da Mario,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Ohlmüllerstraße 22, 81541 Munich, Bavaria Germany",48.124725,11.580296,Unclaimed,,#2499 of 2846 Restaurants in Munich,#2794 of 3608 places to eat in Munich,,,,Lunch,,,,N,N,N,"{""Mon"": [""11:30-15:00""], ""Tue"": [""11:30-15:00""], ""Wed"": [""11:30-15:00""], ""Thu"": [""11:30-15:00""], ""Fri"": [""11:30-15:00""], ""Sat"": [], ""Sun"": []}",5.0,17.5,5.0,4.0,1.0,All languages,1.0,0.0,1.0,0.0,0.0,0.0,,,,,
g187309-d1847189,Indian Village,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Feldmochinger Str. 226, 80995 Munich, Bavaria Germany",48.197968,11.5241,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",#68 of 2846 Restaurants in Munich,#75 of 3608 places to eat in Munich,"Mid-range, Indian, Asian, Vegetarian Friendly",€€-€€€,,"Lunch, Dinner, Drinks","Asian, Indian","Vegetarian Friendly, Vegan Options",,Y,Y,N,"{""Mon"": [], ""Tue"": [""11:30-14:30"", ""17:30-23:00""], ""Wed"": [""11:30-14:30"", ""17:30-23:00""], ""Thu"": [""11:30-14:30"", ""17:30-23:00""], ""Fri"": [""11:30-14:30"", ""17:30-23:00""], ""Sat"": [""11:30-14:30"", ""17:30-23:00""], ""Sun"": [""11:30-14:30"", ""17:30-23:00""]}",6.0,51.0,12.0,4.5,229.0,English,58.0,40.0,7.0,1.0,5.0,5.0,4.5,4.5,4.0,3.5,"butter chicken, mango, nice indian restaurant, nice atmosphere, spicy"
g187309-d1847300,Alta Marea,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Schoenfeldstr. 15A, 80539 Munich, Bavaria Germany",48.14574,11.582717,Unclaimed,,#646 of 2846 Restaurants in Munich,#693 of 3608 places to eat in Munich,"Mid-range, Italian, Seafood, Mediterranean",€€-€€€,,"Dinner, Lunch","Italian, Seafood, Mediterranean, European",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""11:45-14:30"", ""18:00-23:30""], ""Tue"": [""11:45-14:30"", ""18:00-23:30""], ""Wed"": [""11:45-14:30"", ""18:00-23:30""], ""Thu"": [""11:45-14:30"", ""18:00-23:30""], ""Fri"": [""11:45-14:30"", ""18:00-23:30""], ""Sat"": [""11:45-14:30"", ""18:00-23:30""], ""Sun"": []}",6.0,49.5,12.0,4.0,68.0,English,20.0,13.0,5.0,2.0,0.0,0.0,4.0,4.5,4.0,4.0,
g187309-d1852175,Wirtshaus zum Isartal,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Brudermuehlstr. 2, 81371 Munich, Bavaria Germany",48.1125,11.553407,Unclaimed,,#2823 of 2846 Restaurants in Munich,#3160 of 3608 places to eat in Munich,"Mid-range, German, Vegetarian Friendly",€€-€€€,,"Dinner, After-hours",German,Vegetarian Friendly,,Y,N,N,"{""Mon"": [""11:00-01:30""], ""Tue"": [""11:00-01:30""], ""Wed"": [""11:00-01:30""], ""Thu"": [""11:00-01:30""], ""Fri"": [""11:00-01:30""], ""Sat"": [""10:00-03:00""], ""Sun"": [""10:00-03:00""]}",7.0,106.5,7.0,2.5,93.0,English,10.0,0.0,4.0,4.0,0.0,2.0,2.5,3.5,3.0,4.0,
g187309-d1852181,Pizzesco,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Rosenheimer Str. 12, 81669 Munich, Bavaria Germany",48.131557,11.589676,Unclaimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013, Certificate of Excellence 2011",#94 of 2846 Restaurants in Munich,#103 of 3608 places to eat in Munich,"Cheap Eats, Italian, Pizza, European",€,,,,,,N,N,N,"{""Mon"": [""12:00-14:30"", ""17:00-22:00""], ""Tue"": [""12:00-14:30"", ""17:00-22:00""], ""Wed"": [""12:00-14:30"", ""17:00-22:00""], ""Thu"": [""12:00-14:30"", ""17:00-22:00""], ""Fri"": [""12:00-14:30"", ""17:00-22:00""], ""Sat"": [""14:30-23:00""], ""Sun"": [""17:00-22:00""]}",7.0,51.0,12.0,4.0,394.0,English,160.0,88.0,50.0,9.0,4.0,9.0,4.5,4.0,4.0,4.0,"pizza, thursday night, italian place, visited twice, great atmosphere"
g187309-d1854232,Lal Qila,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Nelkenweg 3, 81379 Munich, Bavaria Germany",48.10131,11.52368,Unclaimed,,#1000 of 2846 Restaurants in Munich,#1093 of 3608 places to eat in Munich,"Mid-range, Indian, Vegetarian Friendly, Vegan Options",€€-€€€,,"Lunch, Dinner",Indian,"Vegetarian Friendly, Vegan Options",,Y,Y,N,"{""Mon"": [""11:30-14:30"", ""17:30-23:00""], ""Tue"": [""11:30-14:30"", ""17:30-23:00""], ""Wed"": [""11:30-14:30"", ""17:30-23:00""], ""Thu"": [""11:30-14:30"", ""17:30-23:00""], ""Fri"": [""11:30-14:30"", ""17:30-23:00""], ""Sat"": [""17:30-23:00""], ""Sun"": [""11:30-14:30"", ""17:30-23:00""]}",7.0,56.5,13.0,4.0,75.0,English,21.0,10.0,8.0,2.0,0.0,1.0,4.0,4.0,3.5,4.0,
g187309-d18545738,Languorino,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Oertelplatz 13, 80999 Munich, Bavaria Germany",48.189358,11.467507,Unclaimed,,#867 of 2846 Restaurants in Munich,#941 of 3608 places to eat in Munich,"Mid-range, Italian, Pizza, European",€€-€€€,,"Lunch, Dinner","Italian, Pizza, European",Vegetarian Friendly,,Y,N,N,,,,,4.5,22.0,English,1.0,1.0,0.0,0.0,0.0,0.0,4.5,3.5,4.0,,
g187309-d18545785,Air Brau,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Nordallee 25 - Terminalstrasse Mitte 18 Munich Airport Terminal 2 Floor 3, 85356 Munich, Bavaria Germany",48.35393,11.78744,Unclaimed,,#2160 of 2846 Restaurants in Munich,#2418 of 3608 places to eat in Munich,"Mid-range, German, Beer restaurants",€€-€€€,,,"German, Beer restaurants",,,N,N,N,,,,,4.0,4.0,English,2.0,0.0,2.0,0.0,0.0,0.0,,,,,
g187309-d1856776,Cafe Creme,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Reichenbachstr. 24, 80469 Munich, Bavaria Germany",48.13011,11.57561,Unclaimed,,#98 of 217 Coffee & Tea in Munich,#1589 of 3608 places to eat in Munich,Cafe,,,"Breakfast, Lunch, Dinner",Cafe,,,N,N,N,"{""Mon"": [""08:00-19:00""], ""Tue"": [""08:00-19:00""], ""Wed"": [""08:00-19:00""], ""Thu"": [""08:00-19:00""], ""Fri"": [""08:00-19:00""], ""Sat"": [""08:00-17:00""], ""Sun"": []}",6.0,64.0,6.0,4.5,14.0,English,5.0,5.0,0.0,0.0,0.0,0.0,4.5,4.5,4.0,4.0,
g187309-d1857351,Anh-Thu,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Kurfuerstenstr. 31, 80801 Munich, Bavaria Germany",48.15624,11.575874,Unclaimed,"Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",#403 of 2846 Restaurants in Munich,#434 of 3608 places to eat in Munich,"Mid-range, Asian, Vietnamese, Vegetarian Friendly",€€-€€€,,"Lunch, Dinner, After-hours","Asian, Vietnamese","Vegetarian Friendly, Vegan Options",,Y,Y,N,"{""Mon"": [""11:30-14:30"", ""18:00-23:30""], ""Tue"": [""11:30-14:30"", ""18:00-23:30""], ""Wed"": [""11:30-14:30"", ""18:00-23:30""], ""Thu"": [""11:30-14:30"", ""18:00-23:30""], ""Fri"": [""18:00-23:30""], ""Sat"": [""18:00-23:30""], ""Sun"": [""18:00-23:30""]}",7.0,50.5,11.0,4.0,166.0,English,46.0,24.0,15.0,4.0,1.0,2.0,4.5,4.0,3.5,4.0,
